symbol,shortName,description,exchange,market,type,lotSize,faceValue,cfiCode,cancellation,minStep,roundTo,rating,marginBuy,marginSell,marginRate,priceStep,priceMax,priceMin,theorPrice,theorPriceLimit,volatility,currency,nominalCurrency,settlementCurrency,underlyingCurrency,ISIN,yield,board,primaryBoard,tradingStatus,tradingStatusInfo,complexProductCategory,priceMultiplier,priceShownUnits
RU000A107W71,СолЛиз БО2,Солид-Лизинг БО-02,MOEX,FOND,CORP,1,950.0,DBXXXX,2027-08-27T00:00:00.0000000,0.01,2,2591,99.98,100.29,0.0,0,139.86,59.95,0,0,0,RUB,RUB,RUB,RUB,RU000A107W71,22.79,TQIR,TQIR,17,нормальный период торгов,0,9.5,1
RU000A106938,НОВАТЭК1Р1,НОВАТЭК 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-05-19T00:00:00.0000000,0.01,2,2584,89.0,89.25,0.0,0,93.76,84.74,0,0,0,RUB,RUB,RUB,RUB,RU000A106938,16.5,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A103GL2,МФК ЦФПО02,МФК ЦФП Об-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-07-18T00:00:00.0000000,0.01,2,2582,98.7,98.95,0.0,0,138.12,59.2,0,0,0,RUB,RUB,RUB,RUB,RU000A103GL2,23.47,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A106516,ФосАгро П1,ФосАгро БО-П01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-04-17T00:00:00.0000000,0.01,2,2569,89.01,90.19,0.0,0,94.0,85.8,0,0,0,RUB,RUB,RUB,RUB,RU000A106516,16.24,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A106151,ХайТэк 1P1,Хайтэк-Интеграция 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-03-26T00:00:00.0000000,0.01,2,2548,91.39,91.89,0.0,0,128.29,54.99,0,0,0,RUB,RUB,RUB,RUB,RU000A106151,22.95,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107P88,СберИОС602,СберИОС 001Р-602R 5Г AC SBER,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-02-27T00:00:00.0000000,0.01,2,2537,94.82,95.14,0.0,0,132.7,56.88,0,0,0,RUB,RUB,RUB,RUB,RU000A107P88,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A105AJ4,ЛаймЗайм02,МФК Лайм-Займ 02,MOEX,FOND,CORP,1,700.0,DBXXXX,2025-09-27T00:00:00.0000000,0.01,2,2533,100.0,100.66,0.0,0,139.92,59.97,0,0,0,RUB,RUB,RUB,RUB,RU000A105AJ4,21.87,TQIR,TQIR,17,нормальный период торгов,0,7.0,1
RU000A106RB3,АСВ 1Р01,ООО ПКО АСВ БО-01-001P,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-08-14T00:00:00.0000000,0.01,2,2529,93.32,93.58,0.0,0,130.7,56.02,0,0,0,RUB,RUB,RUB,RUB,RU000A106RB3,22.36,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A104CJ3,АВТОДОМ1Р1,АВТОДОМ АО 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-25T00:00:00.0000000,0.01,2,2525,96.58,96.6,0.0,0,135.25,57.97,0,0,0,RUB,RUB,RUB,RUB,RU000A104CJ3,20.1,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105Q97,Джи-гр 2Р2,Джи-групп 002P-02,MOEX,FOND,CORP,1,666.67,DBXXXX,2024-06-27T00:00:00.0000000,0.01,2,2519,99.22,99.89,0.0,0,139.5,59.79,0,0,0,RUB,RUB,RUB,RUB,RU000A105Q97,17.0,TQCB,TQCB,17,нормальный период торгов,6,6.6667,1
RU000A108KV2,МоторТ1Р05,НПП Моторные технологии001Р-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-05-25T00:00:00.0000000,0.01,2,2517,99.51,102.1,0.0,0,139.87,59.95,0,0,0,RUB,RUB,RUB,RUB,RU000A108KV2,21.53,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1029R3,СберИОС357,СберИОС 001Р-357R 5Г РБЧ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-20T00:00:00.0000000,0.01,2,2515,84.2,86.6,0.0,0,118.19,50.66,0,0,0,RUB,RUB,RUB,RUB,RU000A1029R3,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106SE5,Фордевинд4,Фордевинд 04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-02-08T00:00:00.0000000,0.01,2,2514,92.71,92.75,0.0,0,129.68,55.58,0,0,0,RUB,RUB,RUB,RUB,RU000A106SE5,22.86,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A105RG4,ГазКЗ-26Д,Газпром капитал ООО ЗО26-1-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-02-11T00:00:00.0000000,0.0001,4,2506,97.3659,97.8899,0.0,0,105.1017,90.3239,0,0,0,RUB,RUB,RUB,USD,RU000A105RG4,6.75,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A104479,ОткрБФКСО5,Открытие БФК СО-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-12T00:00:00.0000000,0.01,2,2501,30.35,34.93,0.0,0,47.91,20.54,0,0,0,RUB,RUB,RUB,RUB,RU000A104479,,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A102A72,СберИОС366,СберИОС 001Р-366R 5Y СМШ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-20T00:00:00.0000000,0.01,2,2500,71.0,82.2,0.0,0,114.94,49.27,0,0,0,RUB,RUB,RUB,RUB,RU000A102A72,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103372,Систем1P20,АФК Система БО 001P-20,MOEX,FOND,CORP,1,1000.0,DBXXXX,2031-04-30T00:00:00.0000000,0.01,2,2496,84.43,84.92,0.0,0,106.09,63.58,0,0,0,RUB,RUB,RUB,RUB,RU000A103372,18.93,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105UC7,Титан-5 А,ИА Титан-5 А,MOEX,FOND,CORP,1,662.17,DBXXXX,2050-06-26T00:00:00.0000000,0.01,2,2486,90.34,90.88,0.0,0,126.82,54.36,0,0,0,RUB,RUB,RUB,RUB,RU000A105UC7,388.91,TQCB,TQCB,17,нормальный период торгов,,6.6217,1
RU000A101RZ3,Казахст11,Республика Казахстан 11,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2030-09-11T00:00:00.0000000,0.01,2,2483,66.56,66.86,0.0,0,75.66,57.02,0,0,0,RUB,RUB,RUB,RUB,RU000A101RZ3,16.12,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A102K39,РЕСОЛизБП8,РЕСО-Лизинг ООО БО-П-08,MOEX,FOND,CORP,1,1000.0,DBXXXX,2030-12-09T00:00:00.0000000,0.01,2,2481,99.65,100.25,0.0,0,103.6,95.52,0,0,0,RUB,RUB,RUB,RUB,RU000A102K39,15.22,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102MB3,Титан-3 01,ИА Титан-3 01,MOEX,FOND,CORP,1,163.18,DBXXXX,2053-07-28T00:00:00.0000000,0.01,2,2478,86.4,87.26,0.0,0,120.84,51.8,0,0,0,RUB,RUB,RUB,RUB,RU000A102MB3,167.21,TQCB,TQCB,17,нормальный период торгов,,1.6318,1
RU000A100KY3,Роснфт2P8,ПАО НК Роснефть 002P-08,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-07-02T00:00:00.0000000,0.01,2,2465,99.01,99.27,0.0,0,104.13,94.11,0,0,0,RUB,RUB,RUB,RUB,RU000A100KY3,16.27,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0ZYT40,Роснфт2P4,ПАО НК Роснефть 002P-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-02-03T00:00:00.0000000,0.01,2,2464,94.04,94.5,0.0,0,99.45,88.98,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYT40,17.55,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A103HG0,АйДиКоле01,АйДи Коллект 01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-07-25T00:00:00.0000000,0.01,2,2461,98.15,98.78,0.0,0,137.93,59.12,0,0,0,RUB,RUB,RUB,RUB,RU000A103HG0,22.84,TQCB,TQCB,17,нормальный период торгов,0,10.0,1
RU000A1026N8,СберИОС342,СберИОС 001Р-342R 5Г МГТРД ИНД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-07T00:00:00.0000000,0.01,2,2450,110.1,155.81,0.0,0,155.67,66.72,0,0,0,RUB,RUB,RUB,RUB,RU000A1026N8,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A101VK7,СберИОС286,СберИОС 001Р-286R 5Г DEF ИНД,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-08-04T00:00:00.0000000,0.01,2,2448,101.31,102.81,0.0,0,141.71,60.74,0,0,0,RUB,RUB,RUB,RUB,RU000A101VK7,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A1037L9,БифТек1P1,Бифорком Тек БО-П01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-04T00:00:00.0000000,0.01,2,2429,99.93,100.3,0.0,0,139.72,59.88,0,0,0,RUB,RUB,RUB,RUB,RU000A1037L9,42.23,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A103RT2,Экспо1П01,Экспобанк 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-09-24T00:00:00.0000000,0.01,2,2423,97.21,97.21,1.0,0,121.44,72.78,0,0,0,RUB,RUB,RUB,RUB,RU000A103RT2,19.77,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RCGL,RCGL ETF,БПИФ Райффайзен - Золото,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,1.0,0,2414,1982.0,2080.0,0.0,0,2799.0,1200.0,0,0,0,RUB,RUB,RUB,RUB,RU000A1053E1,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
RU000A106M09,СберИОС579,СберИОС 001Р-579R 5Г AC MOEX,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-08-24T00:00:00.0000000,0.01,2,2407,83.91,89.99,0.0,0,120.53,51.66,0,0,0,RUB,RUB,RUB,RUB,RU000A106M09,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A105A61,НорНикБ1P2,ГМК Нор.никель БО-001Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-10-05T00:00:00.0000000,0.01,2,2404,92.16,92.88,0.0,0,96.69,87.39,0,0,0,RUB,RUB,RUB,RUB,RU000A105A61,17.13,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A0ZYQY7,СистемБ1P7,"АФК ""Система"" ПАО БО-001P-07",MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-01-21T00:00:00.0000000,0.01,2,2378,88.44,88.48,0.0,0,110.48,66.22,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYQY7,19.41,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107S85,Саммит 1P3,МФК Саммит 001Р-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-01-28T00:00:00.0000000,0.01,2,2376,99.55,100.45,0.0,0,140.5,60.22,0,0,0,RUB,RUB,RUB,RUB,RU000A107S85,3.99,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A1018C8,ТрансмхПБ4,Трансмашхолдинг АО ПБО-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-16T00:00:00.0000000,0.01,2,2372,94.6,95.64,0.0,0,128.92,62.0,0,0,0,RUB,RUB,RUB,RUB,RU000A1018C8,16.33,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A104B53,АСПЭКДом01,АСПЭК-Домстрой 01,MOEX,FOND,CORP,1,750.0,DBXXXX,2024-12-19T00:00:00.0000000,0.01,2,2370,97.0,98.0,0.0,0,136.81,58.64,0,0,0,RUB,RUB,RUB,RUB,RU000A104B53,23.55,TQCB,TQCB,17,нормальный период торгов,0,7.5,1
RU000A103RJ3,ПКБ 1Р-02,Первое клиент.бюро НАО 001Р-02,MOEX,FOND,CORP,1,600.0,DBXXXX,2025-09-19T00:00:00.0000000,0.01,2,2362,94.5,95.01,0.0,0,132.8,56.92,0,0,0,RUB,RUB,RUB,RUB,RU000A103RJ3,21.01,TQCB,TQCB,17,нормальный период торгов,6,6.0,1
KAZTP,Куйбазот-п,Куйбышевазот ПАО ап,MOEX,FOND,PS,10,1.0,EPXXXX,9999-12-31T23:59:59.9999999,0.5,1,2356,570.0,570.0,1.0,0,694.0,341.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0B9BW0,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
ZILL,ЗИЛ ао,Завод им. И.А.Лихачева ПАО ао,MOEX,FOND,CS,1,1000.0,ESXXXX,9999-12-31T23:59:59.9999999,5.0,0,2355,3335.0,3345.0,0.0,0,4085.0,2010.0,0,0,0,RUB,RUB,RUB,RUB,RU0009086193,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A103N76,ИКС5Фин2P1,ИКС 5 ФИНАНС 002Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2036-08-20T00:00:00.0000000,0.01,2,2351,97.21,98.6,0.0,0,101.82,93.88,0,0,0,RUB,RUB,RUB,RUB,RU000A103N76,19.08,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105YQ9,АЛЬЯНС 1P1,БИЗНЕС АЛЬЯНС 001P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-03-12T00:00:00.0000000,0.01,2,2330,91.0,91.0,1.0,0,127.31,54.57,0,0,0,RUB,RUB,RUB,RUB,RU000A105YQ9,22.78,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0JQRD9,РЖД-23 обл,"""Российские ЖД"" ОАО 23 обл.",MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-01-16T00:00:00.0000000,0.01,2,2326,95.51,95.89,0.0,0,98.47,92.63,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQRD9,16.27,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105FS4,iСелкт1Р2R,Селектел 001P-02R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-11T00:00:00.0000000,0.01,2,2325,93.12,93.19,0.0,0,116.43,69.78,0,0,0,RUB,RUB,RUB,RUB,RU000A105FS4,17.73,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A1007Z2,РЖД 1Р-13R,РЖД ОАО БО 001Р-13R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-03-19T00:00:00.0000000,0.01,2,2316,79.5,80.1,0.0,0,86.06,73.97,0,0,0,RUB,RUB,RUB,RUB,RU000A1007Z2,15.63,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A1011F6,СберИОС171,СберИОС 001Р-171R 5Y AUTO 10%,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-12-05T00:00:00.0000000,0.01,2,2300,103.2,105.77,0.0,0,144.36,61.87,0,0,0,RUB,RUB,RUB,RUB,RU000A1011F6,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A103PS8,МаниМен 03,МФК Мани Мен 03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-08-31T00:00:00.0000000,0.01,2,2298,96.5,98.27,0.0,0,137.06,58.75,0,0,0,RUB,RUB,RUB,RUB,RU000A103PS8,21.48,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
VRSB,ТНСэнВорон,ТНС энерго Воронеж ПАО ао,MOEX,FOND,CS,10,0.4,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,2283,505.0,515.5,0.0,0,627.5,309.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0DPG67,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A1082W2,НовТехнБ3,Новые технологии БO-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-03-07T00:00:00.0000000,0.01,2,2279,98.23,100.01,0.0,0,137.48,58.93,0,0,0,RUB,RUB,RUB,RUB,RU000A1082W2,18.41,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A104VW6,ВЭББНКР 02,МФК ВЭББАНКИР 02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-11-27T00:00:00.0000000,0.01,2,2272,88.79,88.99,0.0,0,124.45,53.34,0,0,0,RUB,RUB,RUB,RUB,RU000A104VW6,23.73,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A1071R5,Т1 001Р-01,ООО Т1 001Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-10-14T00:00:00.0000000,0.01,2,2269,97.47,98.0,0.0,0,136.26,58.4,0,0,0,RUB,RUB,RUB,RUB,RU000A1071R5,20.06,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107ET1,ГазКап2P11,Газпром капитал БО-002Р-11,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-12-14T00:00:00.0000000,0.01,2,2261,98.8,99.4,0.0,0,104.26,94.22,0,0,0,RUB,RUB,RUB,RUB,RU000A107ET1,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A108FC2,ДОМ 2P4,ДОМ.РФ АО 002P-04,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-05-19T00:00:00.0000000,0.01,2,2256,99.71,99.8,0.0,0,106.23,93.16,0,0,0,RUB,RUB,RUB,RUB,RU000A108FC2,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A1008J4,Систем1P10,АФК Система БО 001P-10,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-03-23T00:00:00.0000000,0.01,2,2255,91.2,91.92,0.0,0,113.97,68.31,0,0,0,RUB,RUB,RUB,RUB,RU000A1008J4,18.27,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A108BE7,СПРИНТ-01,С-ПРИНТ 001Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-04-17T00:00:00.0000000,0.01,2,2246,99.9,100.14,0.0,0,140.03,60.02,0,0,0,RUB,RUB,RUB,RUB,RU000A108BE7,21.49,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105DS9,АПРИФП 2Р1,АПРИ ФП БО-002Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-03T00:00:00.0000000,0.01,2,2230,100.0,100.02,0.0,0,140.39,60.18,0,0,0,RUB,RUB,RUB,RUB,RU000A105DS9,22.58,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A0ZYU21,АЛЬФА БО40,АЛЬФА-БАНК АО БО-40,MOEX,FOND,CORP,1,1000.0,DBXXXX,2033-03-04T00:00:00.0000000,0.01,2,2216,93.56,93.99,0.0,0,98.64,89.14,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYU21,16.6,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
KGKC,КурганГКао,Курганская генер.комп.ПАО ао,MOEX,FOND,CS,10,7.2,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,2214,47.2,47.4,0.0,0,57.6,28.4,0,0,0,RUB,RUB,RUB,RUB,RU000A0JP120,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A103XP8,Феррони1P1,Феррони БО-П01,MOEX,FOND,CORP,1,950.0,DBXXXX,2025-10-07T00:00:00.0000000,0.01,2,2214,84.26,85.08,0.0,0,119.23,51.11,0,0,0,RUB,RUB,RUB,RUB,RU000A103XP8,30846.29,TQIR,TQIR,17,нормальный период торгов,16,9.5,1
MKBD,MKBD ETF,БПИФ МКБ Российские Див. Акции,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,1.0,0,2209,1127.0,1248.0,0.0,0,1604.0,688.0,0,0,0,RUB,RUB,RUB,RUB,RU000A103BX8,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
RU000A1038F9,ПСБ 3P-05,Промсвязьбанк 003P-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-06-07T00:00:00.0000000,0.01,2,2208,99.87,100.1,0.0,0,127.3,72.31,0,0,0,RUB,RUB,RUB,RUB,RU000A1038F9,-51.06,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A108E80,PLAZABO-02,ПЛАЗА-ТЕЛЕКОМ БО-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-05-09T00:00:00.0000000,0.01,2,2207,99.6,99.65,0.0,0,139.37,59.74,0,0,0,RUB,RUB,RUB,RUB,RU000A108E80,21.71,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A107TK8,ИнфрОблP8,СОПФ Инфраструктурные обл 8,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-02-21T00:00:00.0000000,0.01,2,2203,99.73,100.03,0.0,0,106.21,93.14,0,0,0,RUB,RUB,RUB,RUB,RU000A107TK8,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RZSB,РязЭнСб,"""Рязанская энергосб.комп"" ПАО",MOEX,FOND,CS,100,0.05,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,2193,42.0,42.0,1.0,0,51.14,25.16,0,0,0,RUB,RUB,RUB,RUB,RU000A0D9AF5,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A100PP0,БелОб34012,Белгородская область 34012 обл,MOEX,FOND,MUNI,1,250.0,DBXXXX,2024-08-05T00:00:00.0000000,0.01,2,2176,98.63,99.28,0.0,0,138.03,59.16,0,0,0,RUB,RUB,RUB,RUB,RU000A100PP0,12.58,TQCB,TQCB,17,нормальный период торгов,,2.5,1
RU000A101350,ГПБ001P14P,ГПБ (АО) БО 001Р-14Р,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-11-22T00:00:00.0000000,0.01,2,2166,95.76,95.98,0.0,0,99.64,92.34,0,0,0,RUB,RUB,RUB,RUB,RU000A101350,16.75,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A106YN4,ГрупПро1P3,Группа Продовольствие 001P-03,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-09-12T00:00:00.0000000,0.01,2,2159,93.8,95.45,0.0,0,132.73,56.89,0,0,0,RUB,RUB,RUB,RUB,RU000A106YN4,20.69,TQIR,TQIR,17,нормальный период торгов,6,10.0,1
RU000A106D18,МСБЛиз3P01,МСБ-Лизинг 003P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-05-28T00:00:00.0000000,0.01,2,2158,93.55,94.31,0.0,0,131.43,56.33,0,0,0,RUB,RUB,RUB,RUB,RU000A106D18,22.16,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A104172,ПАРУС-СБЛ,ЗПИФ ПАРУС-СБЛ,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,1.0,0,2156,1013.0,1098.0,0.0,0,1461.0,627.0,0,0,0,RUB,RUB,RUB,RUB,RU000A104172,,TQIF,TQIF,17,нормальный период торгов,0,1.0,1
RU000A101TZ9,СберИОС280,СберИОС 001Р-280R 5Y США-ШВЕЙЦ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-07-07T00:00:00.0000000,0.01,2,2150,85.21,87.39,0.0,0,122.11,52.34,0,0,0,RUB,RUB,RUB,RUB,RU000A101TZ9,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A106GY8,ДрктЛиз2Р1,ДиректЛизинг БО 002Р-01,MOEX,FOND,CORP,1,812.5,DBXXXX,2027-07-01T00:00:00.0000000,0.01,2,2146,91.84,92.64,0.0,0,128.46,55.06,0,0,0,RUB,RUB,RUB,RUB,RU000A106GY8,22.09,TQCB,TQCB,17,нормальный период торгов,6,8.125,1
RU000A105RH2,ГазКЗ-37Д,Газпром капитал ООО ЗО37-1-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2037-08-16T00:00:00.0000000,0.0001,4,2145,104.9002,106.081,0.0,0,118.6034,92.1324,0,0,0,RUB,RUB,RUB,USD,RU000A105RH2,6.68,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A105SG2,ГазКЗ-30Д,Газпром капитал ООО ЗО30-1-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2030-02-25T00:00:00.0000000,0.0001,4,2142,79.0003,83.6997,0.0,0,90.838,74.9828,0,0,0,RUB,RUB,RUB,USD,RU000A105SG2,6.9,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A103CD8,Дельта1Р01,Дельта 001Р-01,MOEX,FOND,CORP,1,250.0,DBXXXX,2024-07-01T00:00:00.0000000,0.01,2,2139,99.44,99.52,0.0,0,139.09,59.62,0,0,0,RUB,RUB,RUB,RUB,RU000A103CD8,17.99,TQCB,TQCB,17,нормальный период торгов,6,2.5,1
RU000A106P63,ФЭСАгро1Р1,ФЭС-Агро 001Р-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-08-06T00:00:00.0000000,0.01,2,2121,91.3,92.32,0.0,0,127.72,54.74,0,0,0,RUB,RUB,RUB,RUB,RU000A106P63,20.66,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A105A95,ГазКЗ-34Д,Газпром капитал ООО ЗО34-1-Д,MOEX,FOND,CORP,1,1000.0,DBXXXX,2034-04-28T00:00:00.0000000,0.0001,4,2110,111.223,114.0478,0.0,0,126.3647,101.1935,0,0,0,RUB,RUB,RUB,USD,RU000A105A95,6.7,TQCB,TQCB,17,нормальный период торгов,,10.0,1
RU000A100YE6,ТрансКо1P1,ТрансКонтейнер ПБО-01,MOEX,FOND,CORP,1,250.0,DBXXXX,2024-10-16T00:00:00.0000000,0.01,2,2107,95.87,96.8,0.0,0,99.99,93.13,0,0,0,RUB,RUB,RUB,RUB,RU000A100YE6,17.24,TQCB,TQCB,17,нормальный период торгов,6,2.5,1
RU000A1079G1,МаниКап1Р2,Мани Капитал 001P-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-12T00:00:00.0000000,0.01,2,2105,93.0,93.29,0.0,0,130.24,55.82,0,0,0,RUB,RUB,RUB,RUB,RU000A1079G1,22.93,TQIR,TQIR,17,нормальный период торгов,0,10.0,1
RU000A100UG9,ХКФБанкБ06,ХКФ Банк БО-06,MOEX,FOND,CORP,1,1000.0,DBXXXX,2024-09-13T00:00:00.0000000,0.01,2,2102,98.04,99.9,0.0,0,122.48,73.41,0,0,0,RUB,RUB,RUB,RUB,RU000A100UG9,17.72,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
RU000A102BR2,СберИОС375,СберИОС 001Р-375R 5Y СМШ,MOEX,FOND,CORP,1,1000.0,DBXXXX,2025-12-01T00:00:00.0000000,0.01,2,2100,80.5,82.5,0.0,0,112.59,48.26,0,0,0,RUB,RUB,RUB,RUB,RU000A102BR2,,TQCB,TQCB,17,нормальный период торгов,16,10.0,1
RU000A107C91,МСБЛиз3P02,МСБ-Лизинг 003P-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-22T00:00:00.0000000,0.01,2,2092,97.62,99.67,0.0,0,136.79,58.63,0,0,0,RUB,RUB,RUB,RUB,RU000A107C91,21.28,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
